,ITEMID,COUNT
524,41839,7
525,45337,7
526,44067,7
527,44030,7
528,44649,7
529,45501,7
530,41483,7
531,45144,7
532,42624,7
533,45703,7
534,44913,7
535,44065,7
536,41837,7
537,46657,7
538,40990,7
539,42388,7
540,42080,7
541,42968,7
542,42425,7
543,46286,7
544,46309,7
545,46241,7
546,46721,7
547,41053,7
548,41062,7
549,46551,7
550,46079,7
551,226624,7
552,46131,7
553,42190,7
554,42873,7
555,42870,7
556,44066,6
557,46503,6
558,42837,6
559,45055,6
560,46399,6
561,46449,6
562,40942,6
563,40848,6
564,46121,6
565,44068,6
566,46733,6
567,46755,6
568,41359,6
569,43048,6
570,42987,6
571,41102,6
572,45760,6
573,43345,6
574,45822,6
575,42817,6
576,43239,6
577,46350,6
578,43830,6
579,46394,6
580,44034,6
581,41500,6
582,44199,5
583,44004,5
584,41722,5
585,44955,5
586,46751,5
587,42476,5
588,43396,5
589,43695,5
590,45850,5
591,45883,5
592,45840,5
593,45813,5
594,43654,5
595,44501,5
596,44853,5
597,45022,5
598,42695,5
599,45120,5
600,41809,5
601,41288,5
602,45190,5
603,45704,5
604,46259,5
605,42597,5
606,44940,5
607,41519,5
608,42046,5
609,42032,5
610,43927,5
611,46208,5
612,41384,5
613,44995,5
614,42598,5
615,42357,5
616,40728,4
617,40637,4
618,44550,4
619,41946,4
620,44694,4
621,46185,4
622,46182,4
623,226569,4
624,45617,4
625,45664,4
626,42392,4
627,40930,4
628,44821,4
629,45328,4
630,46253,4
631,42578,4
632,45028,4
633,44931,4
634,44921,4
635,46664,4
636,46628,4
637,44956,4
638,44062,4
639,42419,4
640,41069,4
641,44866,4
642,41049,4
643,41004,4
644,44063,4
645,42128,4
646,43001,4
647,43498,4
648,41257,4
649,43462,4
650,43737,4
651,41593,4
652,43355,4
653,42810,4
654,43634,4
655,42851,4
656,43537,4
657,43110,4
658,41772,4
659,43914,4
660,42636,4
661,41802,4
662,41750,4
663,42936,4
664,44003,4
665,42850,4
666,40891,3
667,46678,3
668,40911,3
669,45789,3
670,46673,3
671,41433,3
672,43348,3
673,46556,3
674,44229,3
675,45828,3
676,41635,3
677,42795,3
678,41546,3
679,41509,3
680,45879,3
681,44671,3
682,41203,3
683,41171,3
684,44132,3
685,40612,3
686,42042,3
687,45283,3
688,42276,3
689,42069,3
690,44039,3
691,43365,3
692,43892,3
693,44083,3
694,45418,3
695,46663,3
696,45421,3
697,42103,3
698,41718,3
699,41713,3
700,41486,3
701,43519,3
702,40991,3
703,44093,3
704,42248,3
705,42972,3
706,46471,3
707,43653,3
708,46186,3
709,43468,3
710,45812,3
711,42701,3
712,42463,3
713,46575,3
714,42196,3
715,43114,3
716,43115,3
717,40285,3
718,41290,3
719,42390,3
720,44672,3
721,42620,3
722,43687,3
723,41847,3
724,46134,3
725,42676,3
726,42362,3
727,42682,3
728,43458,3
729,43052,3
730,41749,2
731,43463,2
732,45778,2
733,45408,2
734,44032,2
735,45512,2
736,45524,2
737,46539,2
738,43374,2
739,46604,2
740,42772,2
741,45422,2
742,42524,2
743,45645,2
744,45651,2
745,45210,2
746,43554,2
747,46255,2
748,45296,2
749,44193,2
750,41922,2
751,40101,2
752,42464,2
753,43612,2
754,45729,2
755,41933,2
756,45786,2
757,46135,2
758,45844,2
759,43811,2
760,46640,2
761,46652,2
762,43730,2
763,46164,2
764,43943,2
765,43970,2
766,43379,2
767,46130,2
768,43804,2
769,43173,2
770,46021,2
771,45968,2
772,43710,2
773,45851,2
774,42366,2
775,42442,2
776,46347,2
777,46613,2
778,45626,2
779,45435,2
780,46675,2
781,44535,2
782,41172,2
783,42092,2
784,44592,2
785,44732,2
786,226616,2
787,44727,2
788,42225,2
789,40668,2
790,42119,2
791,45304,2
792,44984,2
793,41988,2
794,44857,2
795,40765,2
796,44417,2
797,44933,2
798,44368,2
799,40804,2
800,40904,2
801,41247,2
802,41576,2
803,42672,2
804,44901,2
805,44261,2
806,41592,2
807,44410,2
808,42635,2
809,44454,2
810,40534,2
811,42859,2
812,44565,2
813,46740,2
814,42625,2
815,46759,2
816,44684,2
817,44689,2
818,46742,2
819,44347,2
820,42677,2
821,42634,2
822,42867,2
823,44824,2
824,44845,2
825,43582,2
826,41035,2
827,41148,2
828,43019,2
829,45147,2
830,45071,2
831,42093,2
832,42475,2
833,43016,2
834,45076,2
835,41842,2
836,41441,2
837,43925,2
838,46741,1
839,45415,1
840,43386,1
841,46213,1
842,46532,1
843,46738,1
844,44925,1
845,44259,1
846,43762,1
847,43333,1
848,46649,1
849,46710,1
850,46709,1
851,46748,1
852,41112,1
853,46763,1
854,46775,1
855,46519,1
856,46745,1
857,41778,1
858,46696,1
859,46555,1
860,41751,1
861,42891,1
862,46237,1
863,46198,1
864,42840,1
865,46295,1
866,43594,1
867,42178,1
868,41753,1
869,42838,1
870,46727,1
871,40488,1
872,42181,1
873,43538,1
874,41155,1
875,43027,1
876,42822,1
877,46638,1
878,41190,1
879,46523,1
880,42394,1
881,41998,1
882,41803,1
883,41177,1
884,44481,1
885,42386,1
886,44520,1
887,46645,1
888,41727,1
889,42794,1
890,46757,1
891,42957,1
892,46578,1
893,42253,1
894,46732,1
895,41748,1
896,40892,1
897,43074,1
898,46605,1
899,43098,1
900,43053,1
901,42952,1
902,42765,1
903,40972,1
904,43064,1
905,43093,1
906,41817,1
907,41202,1
908,46804,1
909,43489,1
910,46779,1
911,42880,1
912,42130,1
913,42033,1
914,42943,1
915,42094,1
916,46735,1
917,42111,1
918,42773,1
919,42289,1
920,46695,1
921,43057,1
922,42877,1
923,40647,1
924,43464,1
925,41088,1
926,42868,1
927,42339,1
928,42222,1
929,41029,1
930,46464,1
931,42986,1
932,46626,1
933,46456,1
934,43372,1
935,46658,1
936,43380,1
937,41036,1
938,43347,1
939,46398,1
940,42928,1
941,40727,1
942,42746,1
943,44744,1
944,44909,1
945,44015,1
946,44930,1
947,44911,1
948,42649,1
949,44906,1
950,42472,1
951,42473,1
952,44967,1
953,44097,1
954,44943,1
955,44392,1
956,45005,1
957,44988,1
958,44400,1
959,44401,1
960,42505,1
961,44884,1
962,43491,1
963,44085,1
964,42650,1
965,44170,1
966,45110,1
967,41510,1
968,45259,1
969,45266,1
970,44103,1
971,45254,1
972,41634,1
973,44136,1
974,43933,1
975,42892,1
976,45083,1
977,45081,1
978,43931,1
979,44080,1
980,44055,1
981,44961,1
982,44974,1
983,45175,1
984,44253,1
985,45000,1
986,45221,1
987,44468,1
988,44237,1
989,44140,1
990,44157,1
991,40910,1
992,44154,1
993,44569,1
994,44231,1
995,44208,1
996,44453,1
997,42129,1
998,44506,1
999,44475,1
1000,44428,1
1001,44643,1
1002,44663,1
1003,44563,1
1004,42642,1
1005,42632,1
1006,44278,1
1007,44700,1
1008,42510,1
1009,44353,1
1010,44325,1
1011,41857,1
1012,42499,1
1013,44714,1
1014,44639,1
1015,44604,1
1016,42659,1
1017,44670,1
1018,42666,1
1019,44706,1
1020,44313,1
1021,44801,1
1022,44350,1
1023,44837,1
1024,44295,1
1025,44834,1
1026,44831,1
1027,44839,1
1028,45248,1
1029,45141,1
1030,46220,1
1031,46180,1
1032,41920,1
1033,43734,1
1034,46070,1
1035,46119,1
1036,46177,1
1037,43638,1
1038,43685,1
1039,43684,1
1040,46143,1
1041,41838,1
1042,45993,1
1043,41681,1
1044,45992,1
1045,45991,1
1046,43851,1
1047,41475,1
1048,43868,1
1049,45739,1
1050,45804,1
1051,43721,1
1052,45715,1
1053,41829,1
1054,43576,1
1055,43633,1
1056,42397,1
1057,46270,1
1058,46304,1
1059,43119,1
1060,44914,1
1061,42417,1
1062,41897,1
1063,46232,1
1064,43142,1
1065,46348,1
1066,46345,1
1067,46334,1
1068,43703,1
1069,43702,1
1070,42441,1
1071,40427,1
1072,45740,1
1073,45791,1
1074,45142,1
1075,45411,1
1076,42549,1
1077,45494,1
1078,41717,1
1079,42530,1
1080,45368,1
1081,45413,1
1082,42789,1
1083,42403,1
1084,45523,1
1085,45702,1
1086,45479,1
1087,45420,1
1088,45419,1
1089,44051,1
1090,44026,1
1091,44027,1
1092,44046,1
1093,42592,1
1094,42555,1
1095,43988,1
1096,45790,1
1097,42068,1
1098,45788,1
1099,43856,1
1100,43800,1
1101,45750,1
1102,45607,1
1103,45624,1
1104,45665,1
1105,43841,1
1106,43812,1
1107,43987,1
1108,45861,1
1109,42482,1
1110,43941,1
1111,43965,1
1112,42556,1
1113,41487,1
1114,43897,1
1115,45888,1
1116,42904,1
