,ITEMID,COUNT
383,40864,137
384,45513,136
385,41916,136
386,46047,135
387,45364,134
388,45990,133
389,42430,133
390,45515,133
391,45961,133
392,42564,133
393,30107,132
394,42100,132
395,44391,131
396,45684,130
397,43982,129
398,45744,129
399,46041,127
400,30378,127
401,30329,127
402,46765,126
403,44800,125
404,40385,125
405,42888,125
406,44354,123
407,42440,123
408,45757,122
409,45514,122
410,46439,121
411,45511,120
412,45904,120
413,46298,120
414,30081,120
415,44963,119
416,46007,119
417,45275,119
418,42106,118
419,46708,117
420,44223,117
421,41353,117
422,46069,117
423,30046,117
424,40749,116
425,30106,115
426,40283,115
427,45458,115
428,45998,114
429,43509,114
430,43050,114
431,45687,113
432,43994,113
433,42457,113
434,42484,113
435,46472,112
436,45719,112
437,30370,112
438,40863,111
439,45137,111
440,42414,111
441,42967,111
442,44743,110
443,30097,110
444,30398,110
445,42325,110
446,46651,109
447,45476,109
448,46540,109
449,46075,109
450,44585,108
451,30169,108
452,45151,107
453,45156,107
454,45320,106
455,45865,106
456,42150,106
457,46636,106
458,42663,105
459,46546,105
460,45803,105
461,45170,105
462,30062,105
463,41823,105
464,42777,104
465,41491,104
466,46172,104
467,30180,103
468,45724,103
469,42135,103
470,45195,102
471,44092,102
472,45236,101
473,46632,101
474,45470,100
475,45600,100
476,46391,98
477,46343,98
478,45768,98
479,30207,97
480,43678,97
481,42698,97
482,45947,97
483,45945,96
484,43230,96
485,45599,96
486,42965,96
487,45335,95
488,46085,95
489,30004,94
490,30083,94
491,44711,94
492,40402,93
493,43488,93
494,46311,93
495,44780,93
496,45401,93
497,43693,92
498,45940,91
499,42343,91
500,46791,91
501,45492,90
502,45334,90
503,45321,90
504,45448,90
505,46790,90
506,45478,90
507,46500,90
508,43125,89
509,40676,89
510,44554,89
511,42731,88
512,45731,88
513,44484,88
514,42990,87
515,46483,87
516,42285,86
517,45469,86
518,46461,86
519,46392,86
520,42099,86
521,45929,86
522,45680,85
523,45503,85
524,41516,85
525,43900,84
526,44125,84
527,42697,84
528,46026,84
529,44635,84
530,41620,84
531,44172,84
532,46337,83
533,46236,83
534,44787,83
535,42342,83
536,46432,83
537,44312,82
538,40550,82
539,42091,82
540,30356,82
541,44615,82
542,44608,82
543,45349,81
544,44318,81
545,46010,81
546,46318,81
547,46389,80
548,45598,80
549,45506,80
550,45385,80
551,45982,79
552,45119,79
553,43381,78
554,44699,78
555,45520,78
556,45587,78
557,46272,78
558,42804,77
559,43506,77
560,30171,77
561,46173,77
562,46691,77
563,44945,77
564,46110,76
565,42045,76
566,44796,75
567,44010,75
568,43366,75
569,41579,74
570,43765,74
571,46574,74
572,45336,74
573,45126,73
574,46153,73
575,42567,73
576,43134,72
577,45648,72
578,42361,72
579,42707,71
580,44105,71
581,45444,70
582,46772,70
583,42244,70
584,46273,70
585,44045,70
586,44876,69
587,30394,69
588,42833,69
589,44162,69
590,41460,69
591,42813,69
592,44117,68
593,44324,68
594,46151,68
595,43439,68
596,46609,68
597,44451,68
598,45802,67
599,42665,67
600,46155,67
601,42246,67
602,41351,67
603,44425,66
604,46245,66
605,42908,66
606,46798,66
607,44797,65
608,40788,65
609,46065,65
610,45580,64
611,45237,64
612,45644,64
613,42639,64
614,46095,64
615,45505,64
616,45450,63
617,42049,63
618,46465,63
619,45274,63
620,41627,62
621,45701,62
622,45101,62
623,44430,62
624,45870,62
625,44820,62
626,43757,62
627,44653,61
628,40595,61
629,45572,61
630,40646,61
631,42691,61
632,41710,61
633,45759,61
634,43728,60
635,46422,60
636,46412,60
637,43047,60
638,45176,60
639,43088,60
640,45353,59
641,30002,59
642,46411,59
643,30396,59
644,44518,59
645,44795,59
646,46040,59
647,46211,59
648,43810,59
649,42451,59
650,45352,59
651,42638,59
652,45576,58
653,45384,58
654,42797,58
655,40583,58
656,42641,58
657,46045,58
658,43370,57
659,42146,57
660,45574,57
661,45472,57
662,44466,57
663,45577,57
664,46559,57
665,46470,57
666,45358,56
667,45691,56
668,46501,55
669,45471,55
670,42187,55
671,45563,55
672,40954,55
673,41408,55
674,42353,55
675,42657,55
676,46042,55
677,46291,54
678,45785,54
679,30391,54
680,45217,54
681,45722,53
682,41774,53
683,45777,53
684,43141,53
685,44749,53
686,41963,53
687,44826,53
688,43727,52
689,42999,52
690,30084,52
691,42059,52
692,46431,52
693,42027,52
694,42975,51
695,44044,51
696,46434,51
697,46344,51
698,42308,51
699,40872,50
700,42297,50
701,30377,50
702,45443,50
703,45203,50
704,46747,50
705,45629,50
706,45292,50
707,41525,50
708,45871,50
709,41086,50
710,46419,50
711,46393,49
712,42998,49
713,40865,49
714,46386,49
715,46611,49
716,44091,49
717,30214,49
718,42725,49
719,46363,49
720,42865,49
721,42915,49
722,30338,49
723,45690,49
724,45673,48
725,46120,48
726,45754,48
727,44399,48
728,44579,48
729,43632,48
730,43507,48
731,45625,48
732,42490,48
733,43962,48
734,45544,48
735,42063,48
736,42061,48
737,42291,48
738,45409,48
739,45400,48
740,43233,47
741,46094,47
742,45946,47
743,43619,47
744,30287,47
745,45459,47
746,43122,47
747,42282,47
748,46089,47
749,44500,47
750,46569,47
751,42488,47
752,43819,47
753,45951,47
754,46048,46
755,42812,46
756,45451,46
757,46117,46
758,43886,46
759,30312,46
760,46083,46
761,45937,46
762,46492,46
763,46105,46
764,46076,45
765,42814,45
766,43713,45
767,45783,45
768,44420,45
769,42566,45
770,46300,45
771,30074,44
772,42932,44
773,46440,44
774,46203,44
775,42898,43
776,42805,43
777,43826,43
778,44504,43
779,46246,43
780,42336,43
781,44179,43
782,45775,43
783,45433,43
784,46690,43
785,42245,43
786,41122,43
787,42944,42
788,45445,42
789,45333,42
790,42090,42
791,42886,42
792,42732,42
793,45657,42
794,45504,42
795,43037,42
796,41371,42
797,45329,42
798,45200,41
799,30253,41
800,30213,41
801,45388,41
802,42940,41
803,45369,41
804,46275,41
805,45315,40
806,40635,40
807,46591,40
808,43139,40
809,43241,40
810,46126,40
811,41188,39
812,42402,39
813,42855,39
814,42240,39
815,40699,39
816,46438,38
817,30392,38
818,46114,38
819,42335,38
820,42575,38
821,46336,38
822,42933,38
823,45967,37
824,45909,37
825,42590,37
826,41906,37
827,41984,37
828,45571,37
829,44848,37
830,42709,37
831,41459,37
832,42526,37
833,46720,37
834,45659,37
835,42573,37
836,40424,37
837,30238,37
838,46163,36
839,45610,36
840,41068,36
841,43367,36
842,45273,36
843,43086,36
844,41067,36
845,46355,36
846,43147,36
847,45180,35
848,42273,35
849,46248,35
850,43061,35
851,45314,35
852,41568,35
853,40778,35
854,46428,35
855,46560,35
856,44631,35
857,45963,35
858,45220,35
859,42790,35
860,42408,35
861,41162,35
862,45330,35
863,46427,35
864,45868,34
865,43744,34
866,43712,34
867,42628,34
868,44038,34
869,43440,34
870,41439,34
871,42365,34
872,41537,34
873,41915,34
874,45928,34
875,42655,34
876,43234,33
877,44523,33
878,43903,33
879,45322,33
880,41759,33
881,42177,33
882,41621,33
883,44175,33
884,42384,33
885,46014,33
886,42827,33
887,46547,33
888,44446,32
889,46036,32
890,45856,32
891,45819,32
892,42771,32
893,45693,32
894,45114,32
895,42669,32
896,45048,32
897,45539,32
898,41851,32
899,45387,32
900,44478,32
901,46338,31
902,42407,31
903,46625,31
904,43073,31
905,42383,31
906,44098,31
907,44116,31
908,40796,31
909,45360,31
910,45663,31
911,42269,31
912,42310,31
913,42917,31
914,46097,31
915,46194,31
916,42112,30
917,41002,30
918,46276,30
919,44009,30
920,44527,30
921,43077,30
922,46308,30
923,44204,30
924,45109,30
925,46012,30
926,46277,30
927,46448,30
928,44855,30
929,46589,29
930,42480,29
931,46223,29
932,46013,29
933,42980,29
934,45682,29
935,42288,29
936,44089,29
937,46451,29
938,43904,29
939,46725,29
940,44386,29
941,44703,28
942,44614,28
943,43357,28
944,43018,28
945,42359,28
946,44118,28
947,43631,28
948,42230,28
949,45032,28
950,42887,28
951,44776,28
952,41983,28
953,46265,28
954,41745,28
955,45446,28
956,41788,28
957,46023,27
958,46084,27
959,42373,27
960,42161,27
961,44106,27
962,42087,27
963,46341,27
964,42778,27
965,46681,27
966,30309,27
967,40611,27
968,43774,27
969,46212,27
970,45612,27
971,46271,26
972,42116,26
973,45710,26
974,46104,26
975,46771,26
976,46491,26
977,46088,26
978,44404,26
979,41175,26
980,45185,26
981,43700,26
982,41532,26
983,43555,26
984,44341,26
985,45160,26
986,44690,26
987,45481,26
988,42345,26
989,45169,26
990,41962,26
991,30249,26
992,41632,26
993,41458,25
994,44414,25
995,44908,25
996,46729,25
997,41174,25
998,40702,25
999,46243,25
1000,45108,25
1001,44061,25
1002,45915,25
1003,44610,25
1004,40712,25
1005,43170,25
1006,41189,25
1007,40327,25
1008,40795,25
1009,46442,25
1010,46165,25
1011,30040,25
1012,45531,25
1013,30254,25
1014,44602,24
1015,30373,24
1016,43242,24
1017,43593,24
1018,45569,24
1019,46301,24
1020,45249,24
1021,45807,24
1022,46577,24
1023,44182,24
1024,46635,24
1025,45023,24
1026,46565,24
1027,43346,24
1028,46056,24
1029,30247,24
1030,41694,24
1031,42040,24
1032,44160,24
1033,46458,24
1034,45104,24
1035,42470,24
1036,45784,24
1037,42664,24
1038,46447,24
1039,40880,24
1040,40952,24
1041,45761,24
1042,45380,24
1043,40033,23
1044,30034,23
1045,45748,23
1046,46196,23
1047,42409,23
1048,45157,23
1049,45773,23
1050,42428,23
1051,45943,23
1052,45950,23
1053,43979,23
1054,45921,23
1055,45880,23
1056,46340,23
1057,45543,23
1058,44632,23
1059,45297,23
1060,44155,23
1061,44343,23
1062,42149,23
1063,44311,23
1064,43657,23
1065,45948,23
1066,43867,23
1067,46624,23
1068,45916,23
1069,44887,23
1070,44394,23
1071,44096,22
1072,42217,22
1073,42298,22
1074,42453,22
1075,42705,22
1076,43232,22
1077,41853,22
1078,41856,22
1079,41111,22
1080,42382,22
1081,46476,22
1082,46699,22
1083,42661,22
1084,46508,22
1085,42783,22
1086,46256,22
1087,45125,22
1088,41415,22
1089,45887,22
1090,45508,22
1091,45208,22
1092,45983,22
1093,43719,22
1094,46686,22
1095,46235,22
1096,46239,22
1097,44871,22
1098,45164,22
1099,44965,21
1100,46429,21
1101,44355,21
1102,30277,21
1103,42925,21
1104,43081,21
1105,43708,21
1106,42438,21
1107,44697,21
1108,45955,21
1109,42561,21
1110,46630,21
1111,42429,21
1112,40907,21
1113,44759,21
1114,44413,21
1115,43038,21
1116,41065,21
1117,44544,21
1118,46679,21
1119,44100,21
1120,41828,21
1121,46218,21
1122,41827,21
1123,30316,21
1124,44994,21
1125,46594,21
1126,30283,20
1127,45410,20
1128,42281,20
1129,45853,20
1130,46217,20
1131,43406,20
1132,43021,20
1133,43020,20
1134,41845,20
1135,44529,20
1136,44696,20
1137,45447,20
1138,43699,20
1139,45949,20
1140,42763,20
1141,41110,20
1142,30232,20
1143,46593,20
1144,43588,20
1145,45474,20
1146,30389,19
1147,44516,19
1148,40450,19
1149,45389,19
1150,40794,19
1151,45371,19
1152,46778,19
1153,42483,19
1154,46776,19
1155,45027,19
1156,45024,19
1157,42901,19
1158,45564,19
1159,44376,19
1160,43977,19
1161,41490,19
1162,43356,19
1163,45155,19
1164,45720,19
1165,43505,19
1166,42028,19
1167,41147,19
1168,41064,19
1169,45162,19
1170,30367,18
1171,42025,18
1172,44407,18
1173,46357,18
1174,44885,18
1175,46420,18
1176,42831,18
1177,46592,18
1178,40581,18
1179,42821,18
1180,46543,18
1181,40908,18
1182,30271,18
1183,46603,18
1184,46582,18
1185,46297,18
1186,40596,18
1187,42044,18
1188,45772,18
1189,41372,18
1190,45770,18
1191,43599,18
1192,30300,18
1193,41714,18
1194,41582,18
1195,45457,18
1196,42251,18
1197,45080,18
1198,45881,17
1199,43465,17
1200,46216,17
1201,45723,17
1202,45045,17
1203,42481,17
1204,42173,17
1205,44330,17
1206,45150,17
1207,42423,17
1208,46005,17
1209,41711,17
1210,46358,17
1211,41835,17
1212,42203,17
1213,46111,17
1214,45922,17
1215,46486,17
1216,44578,17
1217,41968,17
1218,42233,17
1219,44779,17
1220,42478,17
1221,30397,17
1222,41100,17
1223,45966,17
1224,45452,17
1225,44915,17
1226,44900,17
1227,42832,17
1228,44361,17
1229,42576,17
1230,44031,17
1231,42176,17
1232,45001,17
1233,44190,17
1234,46687,17
1235,45403,16
1236,45965,16
1237,44129,16
1238,30181,16
1239,43132,16
1240,44936,16
1241,41550,16
1242,30291,16
1243,44383,16
1244,44346,16
1245,42447,16
1246,41597,16
1247,46267,16
1248,41668,16
1249,44628,16
1250,30024,16
1251,44723,16
1252,43663,16
1253,46608,16
1254,40030,16
1255,42456,16
1256,42563,16
1257,43013,16
1258,45875,16
1259,45764,16
1260,44492,16
1261,42396,16
1262,45907,16
1263,43466,16
1264,41669,16
1265,41431,16
1266,44037,15
1267,42599,15
1268,46251,15
1269,45374,15
1270,41216,15
1271,43999,15
1272,45016,15
1273,41217,15
1274,45177,15
1275,46175,15
1276,45588,15
1277,41076,15
1278,42126,15
1279,42618,15
1280,45756,15
1281,43825,15
1282,46515,15
1283,46063,15
1284,42568,15
1285,45161,15
1286,44525,15
1287,44156,15
1288,44366,15
1289,42755,15
1290,46453,15
1291,42722,15
1292,44472,15
1293,42422,15
1294,44648,15
1295,42792,15
1296,45010,15
1297,43709,14
1298,44255,14
1299,41163,14
1300,43424,14
1301,40812,14
1302,45872,14
1303,45809,14
1304,43089,14
1305,45848,14
1306,45287,14
1307,45579,14
1308,44861,14
1309,46320,14
1310,43869,14
1311,44128,14
1312,41956,14
1313,40964,14
1314,42424,14
1315,42994,14
1316,46572,14
1317,45709,14
1318,46106,14
1319,42311,14
1320,42051,14
1321,45491,14
1322,42689,14
1323,42494,14
1324,45311,14
1325,46002,14
1326,43090,14
1327,42207,14
1328,43707,14
1329,41355,14
1330,42163,14
1331,45047,14
1332,46731,14
1333,42939,14
1334,42337,14
1335,45373,14
1336,43548,14
1337,43520,14
1338,46514,14
1339,30109,14
1340,46317,13
1341,43590,13
1342,46158,13
1343,45596,13
1344,43767,13
1345,45771,13
1346,43689,13
1347,44793,13
1348,44966,13
1349,42292,13
1350,42389,13
1351,41642,13
1352,44207,13
1353,42514,13
1354,41322,13
1355,42060,13
1356,44370,13
1357,45633,13
1358,44817,13
1359,45847,13
1360,41798,13
1361,46671,13
1362,45031,13
1363,44960,13
1364,44200,13
1365,40449,13
1366,46750,13
1367,44844,13
1368,46011,13
1369,44486,13
1370,45029,13
1371,42522,13
1372,42026,13
1373,45584,13
1374,46103,13
1375,41201,13
1376,46460,13
1377,46115,13
1378,40468,13
1379,44292,13
1380,44101,13
1381,46774,13
1382,43332,13
1383,44679,13
1384,41787,13
1385,45737,13
1386,42989,13
1387,46653,13
1388,44167,13
1389,45382,13
1390,46362,12
1391,46383,12
1392,45375,12
1393,45003,12
1394,43725,12
1395,42985,12
1396,46349,12
1397,42395,12
1398,40832,12
1399,46397,12
1400,45960,12
1401,46445,12
1402,45499,12
1403,43423,12
1404,46351,12
1405,46263,12
1406,45885,12
1407,42799,12
1408,44673,12
1409,45226,12
1410,45953,12
1411,42216,12
1412,46633,12
1413,41760,12
1414,45290,12
1415,45917,12
1416,44927,12
1417,45197,12
1418,41428,12
1419,46346,12
1420,46179,12
1421,45541,12
1422,45053,12
1423,41382,12
1424,45941,12
1425,45919,12
1426,44799,12
1427,45455,12
1428,44381,12
1429,46566,12
1430,43516,12
1431,46016,12
1432,41896,12
1433,44379,12
1434,42038,12
1435,43229,12
1436,42607,11
1437,43936,11
1438,42211,11
1439,46156,11
1440,46443,11
1441,45820,11
1442,45244,11
1443,43140,11
1444,43540,11
1445,46697,11
1446,46174,11
1447,41447,11
1448,44634,11
1449,46051,11
1450,43113,11
1451,42802,11
1452,45051,11
1453,46769,11
1454,45241,11
1455,45708,11
1456,43228,11
1457,41824,11
1458,41609,11
1459,41825,11
1460,43775,11
1461,41895,11
1462,44331,11
1463,43969,11
1464,43823,11
1465,40902,11
1466,45050,11
1467,41538,11
1468,40998,11
1469,46562,11
1470,43007,11
1471,45678,11
1472,44559,11
1473,44122,11
1474,45956,11
1475,43865,11
1476,44798,11
1477,45522,11
1478,46154,11
1479,46127,11
1480,41653,11
1481,44625,10
1482,44998,10
1483,44289,10
1484,45466,10
1485,44881,10
1486,41083,10
1487,41220,10
1488,46534,10
1489,42296,10
1490,45647,10
1491,46031,10
1492,46498,10
1493,40548,10
1494,42084,10
1495,44789,10
1496,42956,10
1497,44742,10
1498,43475,10
1499,30380,10
1500,46567,10
1501,46162,10
1502,45675,10
1503,43109,10
1504,45516,10
1505,45776,10
1506,30333,10
1507,42223,10
1508,46522,10
1509,43091,10
1510,46004,10
1511,42743,10
1512,43983,10
1513,45688,10
1514,41619,10
1515,41307,10
1516,43768,10
1517,46564,10
1518,41902,10
1519,40780,10
1520,46109,10
1521,44976,10
1522,45592,10
1523,44495,10
1524,45689,10
1525,41958,10
1526,44528,10
1527,45038,10
1528,44552,10
1529,45534,10
1530,43622,10
1531,45376,9
1532,42734,9
1533,45497,9
1534,42848,9
1535,43661,9
1536,44830,9
1537,42459,9
1538,43726,9
1539,43759,9
1540,44047,9
1541,41391,9
1542,45052,9
1543,45276,9
1544,44874,9
1545,44760,9
1546,45154,9
1547,43476,9
1548,44464,9
1549,44070,9
1550,41905,9
1551,40452,9
1552,46457,9
1553,46789,9
1554,45131,9
1555,46032,9
1556,43584,9
1557,44772,9
1558,45300,9
1559,45979,9
1560,30248,9
1561,42007,9
1562,41457,9
1563,44698,9
1564,41622,9
1565,41357,9
1566,40889,9
1567,42162,9
1568,45434,9
1569,45427,9
1570,41084,9
1571,42548,9
1572,45442,9
1573,43240,9
1574,42721,9
1575,45218,9
1576,45423,9
1577,40579,9
1578,45424,9
1579,43354,9
1580,42673,9
1581,42647,8
1582,45288,8
1583,43990,8
1584,44728,8
1585,43319,8
1586,42137,8
1587,44725,8
1588,42631,8
1589,46610,8
1590,42736,8
1591,45667,8
1592,45889,8
1593,42927,8
1594,44950,8
1595,41643,8
1596,45224,8
1597,45938,8
1598,43353,8
1599,45621,8
1600,44601,8
1601,43766,8
1602,40632,8
1603,42134,8
1604,42117,8
1605,46260,8
1606,44964,8
1607,46033,8
1608,40505,8
1609,45362,8
1610,43039,8
1611,43866,8
1612,42208,8
1613,45386,8
1614,45728,8
1615,46140,8
1616,45128,8
1617,40725,8
1618,41689,8
1619,46482,8
1620,46339,8
1621,45677,8
1622,44377,8
1623,46249,8
1624,44427,8
1625,40582,8
1626,43487,8
1627,46150,8
1628,46181,8
1629,41792,8
1630,43921,8
1631,42493,8
1632,42737,8
1633,46692,8
1634,41850,8
1635,45139,8
1636,42125,8
1637,43799,8
1638,45765,8
1639,45359,8
1640,41797,8
1641,45363,7
1642,44573,7
1643,41771,7
1644,44991,7
1645,46717,7
1646,45072,7
1647,45535,7
1648,46602,7
1649,45282,7
1650,45279,7
1651,46003,7
1652,41413,7
1653,46064,7
1654,46484,7
1655,46644,7
1656,46598,7
1657,45833,7
1658,42692,7
1659,45325,7
1660,45033,7
1661,46481,7
1662,46561,7
1663,45383,7
1664,45495,7
1665,42706,7
1666,44115,7
1667,45641,7
1668,42979,7
1669,43598,7
1670,44076,7
1671,43321,7
1672,46316,7
1673,46682,7
1674,41218,7
1675,44469,7
1676,42581,7
1677,44539,7
1678,44265,7
1679,44823,7
1680,42844,7
1681,44805,7
1682,46570,7
1683,46116,7
1684,45727,7
1685,44553,7
1686,45305,7
1687,41092,7
1688,45762,7
1689,41186,7
1690,41182,7
1691,46674,7
1692,44339,7
1693,44447,7
1694,46783,7
1695,44246,7
1696,46455,7
1697,46749,7
1698,43745,7
1699,43957,7
1700,46660,7
1701,46053,7
1702,43023,7
1703,46797,7
1704,43080,7
1705,41176,7
1706,42949,7
1707,44638,7
1708,41581,7
1709,45926,7
1710,40667,7
1711,43168,7
1712,43395,7
1713,42136,7
1714,42609,7
1715,43137,7
1716,42779,7
1717,42277,7
1718,42241,7
1719,42596,7
1720,42309,7
1721,42259,7
1722,45454,7
1723,43583,7
1724,46328,7
1725,46043,7
1726,44112,7
1727,45632,7
1728,44688,7
1729,41368,7
1730,45431,6
1731,42515,6
1732,45507,6
1733,41066,6
1734,43852,6
1735,46477,6
1736,45331,6
1737,42513,6
1738,45745,6
1739,46583,6
1740,42058,6
1741,45901,6
1742,45271,6
1743,42387,6
1744,40551,6
1745,43864,6
1746,43639,6
1747,45488,6
1748,46390,6
1749,45634,6
1750,45997,6
1751,41179,6
1752,42862,6
1753,46214,6
1754,45893,6
1755,46139,6
1756,43993,6
1757,45962,6
1758,46518,6
1759,45293,6
1760,46467,6
1761,42168,6
1762,44762,6
1763,44621,6
1764,43875,6
1765,45519,6
1766,45801,6
1767,44580,6
1768,46361,6
1769,44962,6
1770,43062,6
1771,43526,6
1772,44109,6
1773,43472,6
1774,45589,6
1775,46264,6
1776,46706,6
1777,45430,6
1778,46680,6
1779,45908,6
1780,45143,6
1781,44836,6
1782,41467,6
1783,42730,6
1784,46488,6
1785,45931,6
1786,43813,6
1787,45394,6
1788,44206,6
1789,44511,6
1790,42127,6
1791,42284,6
1792,42154,6
1793,41688,6
1794,44488,6
1795,43056,6
1796,46726,6
1797,44302,6
1798,45896,6
1799,44713,6
1800,45133,6
1801,46364,6
1802,45630,6
1803,42206,6
1804,45627,6
1805,46086,6
1806,41448,6
1807,43169,6
1808,43838,6
1809,44526,6
1810,46302,6
1811,45348,6
1812,41841,6
1813,43108,6
1814,45034,6
1815,42089,6
1816,44220,6
1817,42275,6
1818,44864,6
1819,45483,6
1820,43909,6
1821,40963,6
1822,46596,6
1823,42902,6
1824,44616,6
1825,42646,6
1826,43541,6
1827,42452,6
1828,44041,6
1829,44822,6
1830,45132,6
1831,43889,6
1832,42265,6
1833,43586,6
1834,40691,6
1835,44264,6
1836,41390,6
1837,41356,6
1838,42699,6
1839,45498,6
1840,41234,6
1841,41485,6
1842,42612,6
1843,41732,6
1844,45738,6
1845,46159,6
1846,42052,6
1847,41001,5
